policy_id,title,department,category,security_domain,classification,risk_level,owner,effective_date,review_date,word_count,char_count,sha256,filepath,keywords
CS-RET-014,Information Retention Procedure,Cyber Security,Data_Retention,Data Governance,Internal,Medium,Data Governance Team,2026-01-24,2027-01-24,258,2787,fdcd30f390ea2a652b6ed11fdfa6ada5f55a4cb0b2a256844783fb1264f75edb,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Data_Retention\CS-RET-014.txt,"SOC, archive, cloud, cyber, forensics, incident, malware, network, records, response, retention, security, threat"
CS-RET-015,Enterprise Records Policy,Cyber Security,Data_Retention,Data Governance,Internal,Medium,Data Governance Team,2026-01-03,2027-01-03,258,2758,a7c8c81686eb28f06b01580557a9a1bdecfc096e73e9e1d32ba621ce434905be,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Data_Retention\CS-RET-015.txt,"SOC, archive, cloud, cyber, forensics, incident, malware, network, records, response, retention, security, threat"
CS-RET-016,Data Retention Policy,Cyber Security,Data_Retention,Data Governance,Internal,Medium,Data Governance Team,2026-05-25,2027-05-25,259,2755,485c43af61de702d5ddb31f8cea36fe62190048b24b13b0a35f472ec18550234,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Data_Retention\CS-RET-016.txt,"SOC, archive, cloud, cyber, forensics, incident, malware, network, records, response, retention, security, threat"
CS-RET-017,Data Archival Policy,Cyber Security,Data_Retention,Data Governance,Internal,Medium,Data Governance Team,2026-05-02,2027-05-02,260,2770,907a36a394c64b3adbeb6ea37ca5019c6cf465d669f68bbbf76b81e3c55dd55c,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Data_Retention\CS-RET-017.txt,"SOC, archive, cloud, cyber, forensics, incident, malware, network, records, response, retention, security, threat"
CS-RET-018,Records Retention Standard,Cyber Security,Data_Retention,Data Governance,Internal,Medium,Data Governance Team,2026-01-09,2027-01-09,257,2737,53a3ce50565f9c84f07d702b564eee94850bbb4833dfffff68ec11aa1bcbb4c3,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Data_Retention\CS-RET-018.txt,"SOC, archive, cloud, cyber, forensics, incident, malware, network, records, response, retention, security, threat"
CS-RET-019,Data Archival Policy,Cyber Security,Data_Retention,Data Governance,Internal,Medium,Data Governance Team,2026-01-20,2027-01-20,255,2730,c071d389658c3c20b5e2824b82f9410b0d58c9a356af20849592c04dfc4a5c06,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Data_Retention\CS-RET-019.txt,"SOC, archive, cloud, cyber, forensics, incident, malware, network, records, response, retention, security, threat"
CS-RET-020,Data Archival Policy,Cyber Security,Data_Retention,Data Governance,Internal,Medium,Data Governance Team,2026-05-19,2027-05-19,254,2715,ec603061ec04fbaeeac538367fbd2265f909933581cab58616df9c9bb32ddea6,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Data_Retention\CS-RET-020.txt,"SOC, archive, cloud, cyber, forensics, incident, malware, network, records, response, retention, security, threat"
CS-RET-021,Enterprise Records Policy,Cyber Security,Data_Retention,Data Governance,Internal,Medium,Data Governance Team,2026-05-09,2027-05-09,258,2746,21214b6342d40d29b2a67b11c0011758e4941af9126f03f2be4fce7c0ea7d3a4,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Data_Retention\CS-RET-021.txt,"SOC, archive, cloud, cyber, forensics, incident, malware, network, records, response, retention, security, threat"
CS-RET-022,Retention Governance Policy,Cyber Security,Data_Retention,Data Governance,Internal,Medium,Data Governance Team,2026-03-29,2027-03-29,259,2767,3fd52151ff888b1e7bac215487153d96478c3a5d51503a95117c122dffba32fe,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Data_Retention\CS-RET-022.txt,"SOC, archive, cloud, cyber, forensics, incident, malware, network, records, response, retention, security, threat"
CS-RET-023,Data Archival Policy,Cyber Security,Data_Retention,Data Governance,Internal,Medium,Data Governance Team,2026-06-12,2027-06-12,254,2742,6b539371abd8659e0325043a0f8dcfa7611dee0827fd6a3fda91aa3a895a5b02,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Data_Retention\CS-RET-023.txt,"SOC, archive, cloud, cyber, forensics, incident, malware, network, records, response, retention, security, threat"
CS-RET-024,Records Retention Standard,Cyber Security,Data_Retention,Data Governance,Internal,Medium,Data Governance Team,2026-04-21,2027-04-21,258,2758,8847bd5081f086cc2f8687e388917200a472a18f55bfb92425c50bf18a2bcdab,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Data_Retention\CS-RET-024.txt,"SOC, archive, cloud, cyber, forensics, incident, malware, network, records, response, retention, security, threat"
CS-RET-025,Enterprise Records Policy,Cyber Security,Data_Retention,Data Governance,Internal,Medium,Data Governance Team,2026-03-05,2027-03-05,254,2724,2222e9d0538b4220309f0aa76dfce7589a1dc0ce667413cd024f2d56b117bdb8,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Data_Retention\CS-RET-025.txt,"SOC, archive, cloud, cyber, forensics, incident, malware, network, records, response, retention, security, threat"
CS-INC-001,Incident Response Policy,Cyber Security,Incident_Response,Incident Response,Confidential,Critical,Security Operations Center,2026-01-06,2027-01-06,255,2774,9bc7a231c58126dc9bcdded2f166844a4e0fe3fd121f38ccdfe0d6f40b27b9bc,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Incident_Response\CS-INC-001.txt,"SOC, cloud, cyber, forensics, incident, incident response, malware, network, response, security, threat"
CS-INC-002,Incident Response Policy,Cyber Security,Incident_Response,Incident Response,Confidential,Critical,Security Operations Center,2026-04-01,2027-04-01,256,2774,cf0bc5146e1c427da97288820c2461d4682e1e0aa2a74f8ba828b48c8af1d7d8,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Incident_Response\CS-INC-002.txt,"SOC, cloud, cyber, forensics, incident, incident response, malware, network, response, security, threat"
CS-INC-003,Security Incident Handling Policy,Cyber Security,Incident_Response,Incident Response,Confidential,Critical,Security Operations Center,2026-05-01,2027-05-01,257,2763,925d04fce87ed383da9d0d2c7fcf3ddb79133d9a3584e6351da45ed0ce912e83,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Incident_Response\CS-INC-003.txt,"SOC, cloud, cyber, forensics, incident, incident response, malware, network, response, security, threat"
CS-INC-004,Incident Management Procedure,Cyber Security,Incident_Response,Incident Response,Confidential,Critical,Security Operations Center,2026-04-04,2027-04-04,256,2767,4fda69858322b6a623139ca4171ef02f60be4467eae9753624743655706c5d3b,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Incident_Response\CS-INC-004.txt,"SOC, cloud, cyber, forensics, incident, incident response, malware, network, response, security, threat"
CS-INC-005,Security Incident Handling Policy,Cyber Security,Incident_Response,Incident Response,Confidential,Critical,Security Operations Center,2026-02-19,2027-02-19,255,2760,d033f5d30d5834f81a9c4a375d0fcfbdcfc23b670855101b01cf36b401624240,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Incident_Response\CS-INC-005.txt,"SOC, cloud, cyber, forensics, incident, incident response, malware, network, response, security, threat"
CS-INC-006,Security Incident Handling Policy,Cyber Security,Incident_Response,Incident Response,Confidential,Critical,Security Operations Center,2026-05-21,2027-05-21,258,2770,a9289569c18c85d219eebdd7c93e0269d7630ff0f3c9c99dc56be5b83b9b4822,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Incident_Response\CS-INC-006.txt,"SOC, cloud, cyber, forensics, incident, incident response, malware, network, response, security, threat"
CS-INC-007,Security Incident Handling Policy,Cyber Security,Incident_Response,Incident Response,Confidential,Critical,Security Operations Center,2026-04-11,2027-04-11,255,2763,e4dd2e664f45224da49d9ab14a41471cafd0136423504a7d807d87366c82803b,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Incident_Response\CS-INC-007.txt,"SOC, cloud, cyber, forensics, incident, incident response, malware, network, response, security, threat"
CS-INC-008,SOC Incident Response Policy,Cyber Security,Incident_Response,Incident Response,Confidential,Critical,Security Operations Center,2026-06-04,2027-06-04,258,2782,48e4279f4a16855ed03d5731e6c6a6ebf872ca148b96d02638c62d7d87886268,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Incident_Response\CS-INC-008.txt,"SOC, cloud, cyber, forensics, incident, incident response, malware, network, response, security, threat"
CS-INC-009,Incident Management Procedure,Cyber Security,Incident_Response,Incident Response,Confidential,Critical,Security Operations Center,2026-03-27,2027-03-27,255,2775,e52f00d5c9c0af0844dbe8ac567a38b6c8fc00f3c3643b48ae6acc3cd5715dc1,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Incident_Response\CS-INC-009.txt,"SOC, cloud, cyber, forensics, incident, incident response, malware, network, response, security, threat"
CS-INC-010,SOC Incident Response Policy,Cyber Security,Incident_Response,Incident Response,Confidential,Critical,Security Operations Center,2026-03-25,2027-03-25,254,2733,b48a754c6800c07a430f8bd539761944fac69fcf872a8f4739961763ec4728dc,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Incident_Response\CS-INC-010.txt,"SOC, cloud, cyber, forensics, incident, incident response, malware, network, response, security, threat"
CS-INC-011,Security Incident Handling Policy,Cyber Security,Incident_Response,Incident Response,Confidential,Critical,Security Operations Center,2026-06-01,2027-06-01,255,2757,d4301267c0486c8f695ffc37b01450fe155cf2a3112283ac96b2b2be588af640,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Incident_Response\CS-INC-011.txt,"SOC, cloud, cyber, forensics, incident, incident response, malware, network, response, security, threat"
CS-INC-012,Incident Management Procedure,Cyber Security,Incident_Response,Incident Response,Confidential,Critical,Security Operations Center,2026-03-18,2027-03-18,255,2750,15769b5c6468d0ea2765a1ed8ceb7195fb8f6e11f6b8e8a00c1e8727ce41f49e,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Incident_Response\CS-INC-012.txt,"SOC, cloud, cyber, forensics, incident, incident response, malware, network, response, security, threat"
CS-INC-013,Security Incident Handling Policy,Cyber Security,Incident_Response,Incident Response,Confidential,Critical,Security Operations Center,2026-05-30,2027-05-30,259,2761,c6354eff03a9c2dd4cc52c1ef7dd67626385a3a18b26ef39355d16000c075639,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Incident_Response\CS-INC-013.txt,"SOC, cloud, cyber, forensics, incident, incident response, malware, network, response, security, threat"
CS-INC-014,Cyber Incident Response Standard,Cyber Security,Incident_Response,Incident Response,Confidential,Critical,Security Operations Center,2026-05-28,2027-05-28,254,2740,433f25fb1589f6ff90ba46a0385cf858f87651b0ef189e2557c9ce386ed1d4fa,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Incident_Response\CS-INC-014.txt,"SOC, cloud, cyber, forensics, incident, incident response, malware, network, response, security, threat"
CS-INC-015,Incident Management Procedure,Cyber Security,Incident_Response,Incident Response,Confidential,Critical,Security Operations Center,2026-06-08,2027-06-08,253,2737,73e5ceb00a35cb8df18ca785c3a0cb7da2a5e2cfc3738c9662a9ead30b6a8eda,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Incident_Response\CS-INC-015.txt,"SOC, cloud, cyber, forensics, incident, incident response, malware, network, response, security, threat"
CS-INC-016,Incident Response Policy,Cyber Security,Incident_Response,Incident Response,Confidential,Critical,Security Operations Center,2026-02-18,2027-02-18,253,2719,82f9b316951c790de86f500c96ca1c0a4395d0064cd308c199cae6028ba0f176,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Incident_Response\CS-INC-016.txt,"SOC, cloud, cyber, forensics, incident, incident response, malware, network, response, security, threat"
CS-INC-017,SOC Incident Response Policy,Cyber Security,Incident_Response,Incident Response,Confidential,Critical,Security Operations Center,2026-04-16,2027-04-16,258,2766,624ce183604840060e5874c757d7f3471c009b2ebc027d03676c090d4a0f7a43,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Incident_Response\CS-INC-017.txt,"SOC, cloud, cyber, forensics, incident, incident response, malware, network, response, security, threat"
CS-INC-018,SOC Incident Response Policy,Cyber Security,Incident_Response,Incident Response,Confidential,Critical,Security Operations Center,2026-02-23,2027-02-23,256,2764,f5efb2284e844126b3adc506d1ce797b5abfbe69382cd304182fa4f31edce314,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Incident_Response\CS-INC-018.txt,"SOC, cloud, cyber, forensics, incident, incident response, malware, network, response, security, threat"
CS-INC-019,Incident Management Procedure,Cyber Security,Incident_Response,Incident Response,Confidential,Critical,Security Operations Center,2026-02-14,2027-02-14,257,2779,c61748d3089d433433127ed6e62e627ab0628a955940ed756832c6ad16eec1ec,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Incident_Response\CS-INC-019.txt,"SOC, cloud, cyber, forensics, incident, incident response, malware, network, response, security, threat"
CS-INC-020,Security Response Framework,Cyber Security,Incident_Response,Incident Response,Confidential,Critical,Security Operations Center,2026-06-14,2027-06-14,259,2792,809b3d5d62fcebbc4f524956131111716700e3b2ea0515f7d90d7449feed6415,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Incident_Response\CS-INC-020.txt,"SOC, cloud, cyber, forensics, incident, incident response, malware, network, response, security, threat"
CS-INC-021,Security Incident Handling Policy,Cyber Security,Incident_Response,Incident Response,Confidential,Critical,Security Operations Center,2026-05-23,2027-05-23,255,2760,3f46363017d3db6641ceeca14581a13f576cfec906f7a815870206581a3d0fa2,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Incident_Response\CS-INC-021.txt,"SOC, cloud, cyber, forensics, incident, incident response, malware, network, response, security, threat"
CS-INC-022,Incident Management Procedure,Cyber Security,Incident_Response,Incident Response,Confidential,Critical,Security Operations Center,2026-03-23,2027-03-23,258,2791,eaf349eb7cbdd5f9f140fd0ef63842860396353077ac463f07bdc1d814c9e043,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Incident_Response\CS-INC-022.txt,"SOC, cloud, cyber, forensics, incident, incident response, malware, network, response, security, threat"
CS-INC-023,SOC Incident Response Policy,Cyber Security,Incident_Response,Incident Response,Confidential,Critical,Security Operations Center,2026-06-23,2027-06-23,255,2751,4c488fb3e485e212c75e2a04b9edf67e082dc36adef1d758cc2da4e871678c5a,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Incident_Response\CS-INC-023.txt,"SOC, cloud, cyber, forensics, incident, incident response, malware, network, response, security, threat"
CS-INC-024,Security Incident Handling Policy,Cyber Security,Incident_Response,Incident Response,Confidential,Critical,Security Operations Center,2026-01-11,2027-01-11,256,2754,6b5e9f63ad12630dd452250ddc8823c4364984002cc3cc4599cc7065bf3baec1,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Incident_Response\CS-INC-024.txt,"SOC, cloud, cyber, forensics, incident, incident response, malware, network, response, security, threat"
CS-INC-025,Cyber Incident Response Standard,Cyber Security,Incident_Response,Incident Response,Confidential,Critical,Security Operations Center,2026-02-24,2027-02-24,258,2779,ef8fecf6091cd4da31f4a93dd3da3ccbb7ad2bd98fefff2ae5b688629f350ac1,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Incident_Response\CS-INC-025.txt,"SOC, cloud, cyber, forensics, incident, incident response, malware, network, response, security, threat"
CS-THR-001,Threat Analysis Procedure,Cyber Security,Threat_Intelligence,Threat Intelligence,Confidential,Critical,Threat Intelligence Team,2026-03-29,2027-03-29,260,2782,70699883feeabd2d1288ff6f43be801c3ca8b51486e4e8e45a6540432357bc2f,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Threat_Intelligence\CS-THR-001.txt,"APT, IOC, SOC, cloud, cyber, forensics, incident, malware, network, response, security, threat, threat feed, threat intelligence"
CS-THR-002,Threat Detection Framework,Cyber Security,Threat_Intelligence,Threat Intelligence,Confidential,Critical,Threat Intelligence Team,2026-04-23,2027-04-23,259,2807,6ed1291b305ab9ffaa98e1287bc0b01300be9f8b8c8ba211123291736cebfb31,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Threat_Intelligence\CS-THR-002.txt,"APT, IOC, SOC, cloud, cyber, forensics, incident, malware, network, response, security, threat, threat feed, threat intelligence"
CS-THR-003,Threat Monitoring Policy,Cyber Security,Threat_Intelligence,Threat Intelligence,Confidential,Critical,Threat Intelligence Team,2026-01-06,2027-01-06,259,2779,526bd81ec5db17b40b86f4fd931896b829f2b12e95d96c725633f48ae11b1b10,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Threat_Intelligence\CS-THR-003.txt,"APT, IOC, SOC, cloud, cyber, forensics, incident, malware, network, response, security, threat, threat feed, threat intelligence"
CS-THR-004,Enterprise Threat Intelligence Policy,Cyber Security,Threat_Intelligence,Threat Intelligence,Confidential,Critical,Threat Intelligence Team,2026-02-14,2027-02-14,263,2809,682150b5c32ffb8f7c57d17b358399aa9011889c5c4e98277b73f3b89eb125b1,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Threat_Intelligence\CS-THR-004.txt,"APT, IOC, SOC, cloud, cyber, forensics, incident, malware, network, response, security, threat, threat feed, threat intelligence"
CS-THR-005,Threat Detection Framework,Cyber Security,Threat_Intelligence,Threat Intelligence,Confidential,Critical,Threat Intelligence Team,2026-04-14,2027-04-14,263,2811,0ac7afcd75eb0620e8c903f00b3cc1da1ec1551c19d6637c27b91cc08da1fbdd,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Threat_Intelligence\CS-THR-005.txt,"APT, IOC, SOC, cloud, cyber, forensics, incident, malware, network, response, security, threat, threat feed, threat intelligence"
CS-THR-006,Threat Detection Framework,Cyber Security,Threat_Intelligence,Threat Intelligence,Confidential,Critical,Threat Intelligence Team,2026-01-08,2027-01-08,262,2790,2bf7391a8c3ac57a00626d5aa158996d77a1a36f585415b9783a89602e40d674,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Threat_Intelligence\CS-THR-006.txt,"APT, IOC, SOC, cloud, cyber, forensics, incident, malware, network, response, security, threat, threat feed, threat intelligence"
CS-THR-007,Threat Intelligence Policy,Cyber Security,Threat_Intelligence,Threat Intelligence,Confidential,Critical,Threat Intelligence Team,2026-04-10,2027-04-10,259,2774,71fc6c5a9a2739e17c9c87c6651fbe0f7afcd8ddc10d3ae0b48e57f51e90e13e,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Threat_Intelligence\CS-THR-007.txt,"APT, IOC, SOC, cloud, cyber, forensics, incident, malware, network, response, security, threat, threat feed, threat intelligence"
CS-THR-008,Threat Intelligence Policy,Cyber Security,Threat_Intelligence,Threat Intelligence,Confidential,Critical,Threat Intelligence Team,2026-05-28,2027-05-28,261,2808,e157a2ec1b574c4b8a15d38751a892699a14e10baccb0a96e573b08c954b148b,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Threat_Intelligence\CS-THR-008.txt,"APT, IOC, SOC, cloud, cyber, forensics, incident, malware, network, response, security, threat, threat feed, threat intelligence"
CS-THR-009,Threat Monitoring Policy,Cyber Security,Threat_Intelligence,Threat Intelligence,Confidential,Critical,Threat Intelligence Team,2026-01-30,2027-01-30,263,2806,8de0e28a8e55552caef9893b64458d888feb7a09737b8a955221f04919a89155,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Threat_Intelligence\CS-THR-009.txt,"APT, IOC, SOC, cloud, cyber, forensics, incident, malware, network, response, security, threat, threat feed, threat intelligence"
CS-THR-010,Threat Analysis Procedure,Cyber Security,Threat_Intelligence,Threat Intelligence,Confidential,Critical,Threat Intelligence Team,2026-06-06,2027-06-06,261,2799,1f2c708f0f08e04774f9a1b1cafff8d4f79b9628ee5050187036f903df6015aa,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Threat_Intelligence\CS-THR-010.txt,"APT, IOC, SOC, cloud, cyber, forensics, incident, malware, network, response, security, threat, threat feed, threat intelligence"
CS-THR-011,Threat Detection Framework,Cyber Security,Threat_Intelligence,Threat Intelligence,Confidential,Critical,Threat Intelligence Team,2026-02-14,2027-02-14,260,2783,90063dac2a2a54c66feb3237a0bb4babce64328bd1bb2e31559071737f5cdeb7,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Threat_Intelligence\CS-THR-011.txt,"APT, IOC, SOC, cloud, cyber, forensics, incident, malware, network, response, security, threat, threat feed, threat intelligence"
CS-THR-012,Threat Monitoring Policy,Cyber Security,Threat_Intelligence,Threat Intelligence,Confidential,Critical,Threat Intelligence Team,2026-02-04,2027-02-04,258,2758,7318f4cadc850b8d55012159f952a900ed567b88d781c2da8ac31d4006b3a5fc,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Threat_Intelligence\CS-THR-012.txt,"APT, IOC, SOC, cloud, cyber, forensics, incident, malware, network, response, security, threat, threat feed, threat intelligence"
CS-THR-013,Cyber Threat Intelligence Standard,Cyber Security,Threat_Intelligence,Threat Intelligence,Confidential,Critical,Threat Intelligence Team,2026-06-27,2027-06-27,260,2780,9c55a5eddf75d2d4e2495062da554b38dbbdab289d3fceab9f818e503d2e1c80,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Threat_Intelligence\CS-THR-013.txt,"APT, IOC, SOC, cloud, cyber, forensics, incident, malware, network, response, security, threat, threat feed, threat intelligence"
CS-THR-014,Threat Analysis Procedure,Cyber Security,Threat_Intelligence,Threat Intelligence,Confidential,Critical,Threat Intelligence Team,2026-04-09,2027-04-09,258,2767,0a0b8f9460a86a515dc7c9a4983e750283e779940655c2c27b4cae7b6a32d8db,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Threat_Intelligence\CS-THR-014.txt,"APT, IOC, SOC, cloud, cyber, forensics, incident, malware, network, response, security, threat, threat feed, threat intelligence"
CS-THR-015,Enterprise Threat Intelligence Policy,Cyber Security,Threat_Intelligence,Threat Intelligence,Confidential,Critical,Threat Intelligence Team,2026-02-14,2027-02-14,262,2801,694355b98a1db6b136ebd78bf80881c7b419d88b60d718d6dd07e1789d95fbb9,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Threat_Intelligence\CS-THR-015.txt,"APT, IOC, SOC, cloud, cyber, forensics, incident, malware, network, response, security, threat, threat feed, threat intelligence"
CS-THR-016,Enterprise Threat Intelligence Policy,Cyber Security,Threat_Intelligence,Threat Intelligence,Confidential,Critical,Threat Intelligence Team,2026-04-26,2027-04-26,262,2812,0ff89f7fe6d0d419f4435cd5fb77cfa231c7c9fb9a0b8c5fbe98a465e6061b96,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Threat_Intelligence\CS-THR-016.txt,"APT, IOC, SOC, cloud, cyber, forensics, incident, malware, network, response, security, threat, threat feed, threat intelligence"
CS-THR-017,Threat Analysis Procedure,Cyber Security,Threat_Intelligence,Threat Intelligence,Confidential,Critical,Threat Intelligence Team,2026-02-19,2027-02-19,259,2778,4d782001a3fd968baec4b5a15a078d6ac5df53df8b4d8d8d9da077fddb50008c,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Threat_Intelligence\CS-THR-017.txt,"APT, IOC, SOC, cloud, cyber, forensics, incident, malware, network, response, security, threat, threat feed, threat intelligence"
CS-THR-018,Threat Analysis Procedure,Cyber Security,Threat_Intelligence,Threat Intelligence,Confidential,Critical,Threat Intelligence Team,2026-05-06,2027-05-06,261,2790,61a449d3e1c8c7c3fbfe1e5226d6d2fb15fdf7e17e08470c0262e3114721fd3b,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Threat_Intelligence\CS-THR-018.txt,"APT, IOC, SOC, cloud, cyber, forensics, incident, malware, network, response, security, threat, threat feed, threat intelligence"
CS-THR-019,Threat Monitoring Policy,Cyber Security,Threat_Intelligence,Threat Intelligence,Confidential,Critical,Threat Intelligence Team,2026-02-26,2027-02-26,257,2752,19a0ff872d9c2475f9b8616e86dabf8e3ef68aa5c4b827266dcee31c7ac6d5a8,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Threat_Intelligence\CS-THR-019.txt,"APT, IOC, SOC, cloud, cyber, forensics, incident, malware, network, response, security, threat, threat feed, threat intelligence"
CS-THR-020,Enterprise Threat Intelligence Policy,Cyber Security,Threat_Intelligence,Threat Intelligence,Confidential,Critical,Threat Intelligence Team,2026-04-28,2027-04-28,259,2782,3ec09a33e5aeb8fc939f3a0004185a1f395829bfe091747e70e9072d29103a11,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Threat_Intelligence\CS-THR-020.txt,"APT, IOC, SOC, cloud, cyber, forensics, incident, malware, network, response, security, threat, threat feed, threat intelligence"
CS-THR-021,Enterprise Threat Intelligence Policy,Cyber Security,Threat_Intelligence,Threat Intelligence,Confidential,Critical,Threat Intelligence Team,2026-03-10,2027-03-10,260,2807,7c6908dc06bf5161e910576fb419c9a7a63c3c14236963eafd4ab0a4a343a84f,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Threat_Intelligence\CS-THR-021.txt,"APT, IOC, SOC, cloud, cyber, forensics, incident, malware, network, response, security, threat, threat feed, threat intelligence"
CS-THR-022,Cyber Threat Intelligence Standard,Cyber Security,Threat_Intelligence,Threat Intelligence,Confidential,Critical,Threat Intelligence Team,2026-05-20,2027-05-20,263,2842,00f8e088f743d08c9bca5001af26af83cd0668e2a26398fe5da18c8ccef24158,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Threat_Intelligence\CS-THR-022.txt,"APT, IOC, SOC, cloud, cyber, forensics, incident, malware, network, response, security, threat, threat feed, threat intelligence"
CS-THR-023,Threat Analysis Procedure,Cyber Security,Threat_Intelligence,Threat Intelligence,Confidential,Critical,Threat Intelligence Team,2026-01-09,2027-01-09,262,2787,7e47928374aecf4829370034788fc480bb3e28276652555c23eede64a2514515,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Threat_Intelligence\CS-THR-023.txt,"APT, IOC, SOC, cloud, cyber, forensics, incident, malware, network, response, security, threat, threat feed, threat intelligence"
CS-THR-024,Threat Detection Framework,Cyber Security,Threat_Intelligence,Threat Intelligence,Confidential,Critical,Threat Intelligence Team,2026-02-23,2027-02-23,261,2795,d71e25bd572b83c859188ca0c976d15392023b1142c9d71dfa26320e9a0d9a00,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Threat_Intelligence\CS-THR-024.txt,"APT, IOC, SOC, cloud, cyber, forensics, incident, malware, network, response, security, threat, threat feed, threat intelligence"
CS-THR-025,Cyber Threat Intelligence Standard,Cyber Security,Threat_Intelligence,Threat Intelligence,Confidential,Critical,Threat Intelligence Team,2026-04-20,2027-04-20,264,2817,9031c34b45f643ce0e198711d2b95a128f45b20a273dc5d7ada86a656dfb7f7a,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Cyber_Security\Threat_Intelligence\CS-THR-025.txt,"APT, IOC, SOC, cloud, cyber, forensics, incident, malware, network, response, security, threat, threat feed, threat intelligence"
